unit,sex,age,region,year,value
YR,M,Y32,UK,2007,46.8
YR,M,Y33,UK,2007,45.8
YR,M,Y34,UK,2007,44.9
YR,M,Y35,UK,2007,43.9
YR,M,Y36,UK,2007,43.0
YR,M,Y37,UK,2007,42.0
YR,M,Y38,UK,2007,41.1
YR,M,Y39,UK,2007,40.1
YR,M,Y4,UK,2007,74.0
YR,M,Y40,UK,2007,39.2
YR,M,Y41,UK,2007,38.2
YR,M,Y42,UK,2007,37.3
YR,M,Y43,UK,2007,36.4
YR,M,Y44,UK,2007,35.5
YR,M,Y45,UK,2007,34.5
YR,M,Y46,UK,2007,33.6
YR,M,Y47,UK,2007,32.7
YR,M,Y48,UK,2007,31.8
YR,M,Y49,UK,2007,30.9
YR,M,Y5,UK,2007,73.1
YR,M,Y50,UK,2007,30.0
YR,M,Y51,UK,2007,29.1
YR,M,Y52,UK,2007,28.2
YR,M,Y53,UK,2007,27.3
YR,M,Y54,UK,2007,26.4
YR,M,Y55,UK,2007,25.6
YR,M,Y56,UK,2007,24.7
YR,M,Y57,UK,2007,23.9
YR,M,Y58,UK,2007,23.0
YR,M,Y59,UK,2007,22.2
YR,M,Y6,UK,2007,72.1
YR,M,Y60,UK,2007,21.4
YR,M,Y61,UK,2007,20.6
YR,M,Y62,UK,2007,19.8
YR,M,Y63,UK,2007,19.0
YR,M,Y64,UK,2007,18.2
YR,M,Y65,UK,2007,17.5
YR,M,Y66,UK,2007,16.7
YR,M,Y67,UK,2007,16.0
YR,M,Y68,UK,2007,15.3
YR,M,Y69,UK,2007,14.6
YR,M,Y7,UK,2007,71.1
YR,M,Y70,UK,2007,13.9
YR,M,Y71,UK,2007,13.2
YR,M,Y72,UK,2007,12.5
YR,M,Y73,UK,2007,11.9
YR,M,Y74,UK,2007,11.2
YR,M,Y75,UK,2007,10.6
YR,M,Y76,UK,2007,10.1
YR,M,Y77,UK,2007,9.5
YR,M,Y78,UK,2007,9.0
YR,M,Y79,UK,2007,8.4
YR,M,Y8,UK,2007,70.1
YR,M,Y80,UK,2007,7.9
YR,M,Y81,UK,2007,7.5
YR,M,Y82,UK,2007,7.0
YR,M,Y83,UK,2007,6.7
YR,M,Y84,UK,2007,6.3
YR,M,Y9,UK,2007,69.1
YR,M,Y_GE85,UK,2007,5.9
YR,M,Y_LT1,UK,2007,77.6
YR,T,Y1,UK,2007,79.1
YR,T,Y10,UK,2007,70.2
YR,T,Y11,UK,2007,69.2
YR,T,Y12,UK,2007,68.2
YR,T,Y13,UK,2007,67.2
YR,T,Y14,UK,2007,66.3
YR,T,Y15,UK,2007,65.3
YR,T,Y16,UK,2007,64.3
YR,T,Y17,UK,2007,63.3
YR,T,Y18,UK,2007,62.3
YR,T,Y19,UK,2007,61.3
YR,T,Y2,UK,2007,78.1
YR,T,Y20,UK,2007,60.4
YR,T,Y21,UK,2007,59.4
YR,T,Y22,UK,2007,58.4
YR,T,Y23,UK,2007,57.5
YR,T,Y24,UK,2007,56.5
YR,T,Y25,UK,2007,55.5
YR,T,Y26,UK,2007,54.5
YR,T,Y27,UK,2007,53.6
YR,T,Y28,UK,2007,52.6
YR,T,Y29,UK,2007,51.6
YR,T,Y3,UK,2007,77.2
YR,T,Y30,UK,2007,50.6
YR,T,Y31,UK,2007,49.7
YR,T,Y32,UK,2007,48.7
YR,T,Y33,UK,2007,47.8
YR,T,Y34,UK,2007,46.8
YR,T,Y35,UK,2007,45.8
YR,T,Y36,UK,2007,44.9
YR,T,Y37,UK,2007,43.9
YR,T,Y38,UK,2007,43.0
YR,T,Y39,UK,2007,42.0
YR,T,Y4,UK,2007,76.2
YR,T,Y40,UK,2007,41.0
YR,T,Y41,UK,2007,40.1
YR,T,Y42,UK,2007,39.2
YR,T,Y43,UK,2007,38.2
YR,T,Y44,UK,2007,37.3
YR,T,Y45,UK,2007,36.3
YR,T,Y46,UK,2007,35.4
YR,T,Y47,UK,2007,34.5
YR,T,Y48,UK,2007,33.6
YR,T,Y49,UK,2007,32.6
YR,T,Y5,UK,2007,75.2
YR,T,Y50,UK,2007,31.7
YR,T,Y51,UK,2007,30.8
YR,T,Y52,UK,2007,29.9
YR,T,Y53,UK,2007,29.0
YR,T,Y54,UK,2007,28.1
YR,T,Y55,UK,2007,27.3
YR,T,Y56,UK,2007,26.4
YR,T,Y57,UK,2007,25.5
YR,T,Y58,UK,2007,24.7
YR,T,Y59,UK,2007,23.8
YR,T,Y6,UK,2007,74.2
YR,T,Y60,UK,2007,23.0
YR,T,Y61,UK,2007,22.1
YR,T,Y62,UK,2007,21.3
YR,T,Y63,UK,2007,20.5
YR,T,Y64,UK,2007,19.7
YR,T,Y65,UK,2007,18.9
YR,T,Y66,UK,2007,18.1
YR,T,Y67,UK,2007,17.4
YR,T,Y68,UK,2007,16.6
YR,T,Y69,UK,2007,15.9
YR,T,Y7,UK,2007,73.2
YR,T,Y70,UK,2007,15.2
YR,T,Y71,UK,2007,14.4
YR,T,Y72,UK,2007,13.7
YR,T,Y73,UK,2007,13.1
YR,T,Y74,UK,2007,12.4
YR,T,Y75,UK,2007,11.7
YR,T,Y76,UK,2007,11.1
YR,T,Y77,UK,2007,10.5
YR,T,Y78,UK,2007,9.9
YR,T,Y79,UK,2007,9.3
YR,T,Y8,UK,2007,72.2
YR,T,Y80,UK,2007,8.8
YR,T,Y81,UK,2007,8.3
YR,T,Y82,UK,2007,7.8
YR,T,Y83,UK,2007,7.4
YR,T,Y84,UK,2007,6.9
YR,T,Y9,UK,2007,71.2
YR,T,Y_GE85,UK,2007,6.5
YR,T,Y_LT1,UK,2007,79.7
YR,F,Y1,UK,2006,81.0
YR,F,Y10,UK,2006,72.1
YR,F,Y11,UK,2006,71.1
YR,F,Y12,UK,2006,70.1
YR,F,Y13,UK,2006,69.1
YR,F,Y14,UK,2006,68.2
YR,F,Y15,UK,2006,67.2
YR,F,Y16,UK,2006,66.2
YR,F,Y17,UK,2006,65.2
YR,F,Y18,UK,2006,64.2
YR,F,Y19,UK,2006,63.2
YR,F,Y2,UK,2006,80.1
YR,F,Y20,UK,2006,62.2
YR,F,Y21,UK,2006,61.2
YR,F,Y22,UK,2006,60.3
YR,F,Y23,UK,2006,59.3
YR,F,Y24,UK,2006,58.3
YR,F,Y25,UK,2006,57.3
YR,F,Y26,UK,2006,56.3
YR,F,Y27,UK,2006,55.3
YR,F,Y28,UK,2006,54.4
YR,F,Y29,UK,2006,53.4
YR,F,Y3,UK,2006,79.1
YR,F,Y30,UK,2006,52.4
YR,F,Y31,UK,2006,51.4
YR,F,Y32,UK,2006,50.4
YR,F,Y33,UK,2006,49.5
YR,F,Y34,UK,2006,48.5
YR,F,Y35,UK,2006,47.5
YR,F,Y36,UK,2006,46.5
YR,F,Y37,UK,2006,45.6
YR,F,Y38,UK,2006,44.6
YR,F,Y39,UK,2006,43.6
YR,F,Y4,UK,2006,78.1
YR,F,Y40,UK,2006,42.7
YR,F,Y41,UK,2006,41.7
YR,F,Y42,UK,2006,40.8
YR,F,Y43,UK,2006,39.8
YR,F,Y44,UK,2006,38.9
YR,F,Y45,UK,2006,37.9
YR,F,Y46,UK,2006,37.0
YR,F,Y47,UK,2006,36.0
YR,F,Y48,UK,2006,35.1
YR,F,Y49,UK,2006,34.2
YR,F,Y5,UK,2006,77.1
YR,F,Y50,UK,2006,33.2
YR,F,Y51,UK,2006,32.3
YR,F,Y52,UK,2006,31.4
YR,F,Y53,UK,2006,30.5
YR,F,Y54,UK,2006,29.6
YR,F,Y55,UK,2006,28.7
YR,F,Y56,UK,2006,27.8
YR,F,Y57,UK,2006,26.9
YR,F,Y58,UK,2006,26.0
YR,F,Y59,UK,2006,25.2
YR,F,Y6,UK,2006,76.1
YR,F,Y60,UK,2006,24.3
YR,F,Y61,UK,2006,23.4
YR,F,Y62,UK,2006,22.6
YR,F,Y63,UK,2006,21.7
YR,F,Y64,UK,2006,20.9
YR,F,Y65,UK,2006,20.1
YR,F,Y66,UK,2006,19.3
YR,F,Y67,UK,2006,18.5
YR,F,Y68,UK,2006,17.7
YR,F,Y69,UK,2006,16.9
YR,F,Y7,UK,2006,75.1
YR,F,Y70,UK,2006,16.1
YR,F,Y71,UK,2006,15.4
YR,F,Y72,UK,2006,14.6
YR,F,Y73,UK,2006,13.9
YR,F,Y74,UK,2006,13.2
YR,F,Y75,UK,2006,12.5
YR,F,Y76,UK,2006,11.8
YR,F,Y77,UK,2006,11.2
YR,F,Y78,UK,2006,10.5
YR,F,Y79,UK,2006,9.9
YR,F,Y8,UK,2006,74.1
YR,F,Y80,UK,2006,9.4
YR,F,Y81,UK,2006,8.8
YR,F,Y82,UK,2006,8.3
YR,F,Y83,UK,2006,7.8
YR,F,Y84,UK,2006,7.3
YR,F,Y9,UK,2006,73.1
YR,F,Y_GE85,UK,2006,6.8
YR,F,Y_LT1,UK,2006,81.6
YR,M,Y1,UK,2006,76.7
YR,M,Y10,UK,2006,67.8
YR,M,Y11,UK,2006,66.8
YR,M,Y12,UK,2006,65.8
YR,M,Y13,UK,2006,64.9
YR,M,Y14,UK,2006,63.9
YR,M,Y15,UK,2006,62.9
YR,M,Y16,UK,2006,61.9
YR,M,Y17,UK,2006,60.9
YR,M,Y18,UK,2006,59.9
YR,M,Y19,UK,2006,59.0
YR,M,Y2,UK,2006,75.8
YR,M,Y20,UK,2006,58.0
YR,M,Y21,UK,2006,57.1
YR,M,Y22,UK,2006,56.1
YR,M,Y23,UK,2006,55.2
YR,M,Y24,UK,2006,54.2
YR,M,Y25,UK,2006,53.2
YR,M,Y26,UK,2006,52.3
YR,M,Y27,UK,2006,51.3
YR,M,Y28,UK,2006,50.4
YR,M,Y29,UK,2006,49.4
YR,M,Y3,UK,2006,74.8
YR,M,Y30,UK,2006,48.4
YR,M,Y31,UK,2006,47.5
YR,M,Y32,UK,2006,46.5
YR,M,Y33,UK,2006,45.6
YR,M,Y34,UK,2006,44.6
YR,M,Y35,UK,2006,43.7
YR,M,Y36,UK,2006,42.7
YR,M,Y37,UK,2006,41.8
YR,M,Y38,UK,2006,40.8
YR,M,Y39,UK,2006,39.9
YR,M,Y4,UK,2006,73.8
YR,M,Y40,UK,2006,39.0
YR,M,Y41,UK,2006,38.0
YR,M,Y42,UK,2006,37.1
YR,M,Y43,UK,2006,36.2
YR,M,Y44,UK,2006,35.2
YR,M,Y45,UK,2006,34.3
YR,M,Y46,UK,2006,33.4
YR,M,Y47,UK,2006,32.5
YR,M,Y48,UK,2006,31.6
YR,M,Y49,UK,2006,30.7
YR,M,Y5,UK,2006,72.8
YR,M,Y50,UK,2006,29.8
YR,M,Y51,UK,2006,28.9
YR,M,Y52,UK,2006,28.0
YR,M,Y53,UK,2006,27.1
YR,M,Y54,UK,2006,26.3
YR,M,Y55,UK,2006,25.4
YR,M,Y56,UK,2006,24.5
YR,M,Y57,UK,2006,23.7
YR,M,Y58,UK,2006,22.9
YR,M,Y59,UK,2006,22.0
YR,M,Y6,UK,2006,71.8
YR,M,Y60,UK,2006,21.2
YR,M,Y61,UK,2006,20.4
YR,M,Y62,UK,2006,19.6
YR,M,Y63,UK,2006,18.8
YR,M,Y64,UK,2006,18.1
YR,M,Y65,UK,2006,17.3
YR,M,Y66,UK,2006,16.6
YR,M,Y67,UK,2006,15.8
YR,M,Y68,UK,2006,15.1
YR,M,Y69,UK,2006,14.4
YR,M,Y7,UK,2006,70.8
YR,M,Y70,UK,2006,13.7
YR,M,Y71,UK,2006,13.1
YR,M,Y72,UK,2006,12.4
YR,M,Y73,UK,2006,11.8
YR,M,Y74,UK,2006,11.1
YR,M,Y75,UK,2006,10.5
YR,M,Y76,UK,2006,10.0
YR,M,Y77,UK,2006,9.4
YR,M,Y78,UK,2006,8.9
YR,M,Y79,UK,2006,8.4
YR,M,Y8,UK,2006,69.8
YR,M,Y80,UK,2006,7.9
YR,M,Y81,UK,2006,7.4
YR,M,Y82,UK,2006,7.0
YR,M,Y83,UK,2006,6.6
YR,M,Y84,UK,2006,6.2
YR,M,Y9,UK,2006,68.8
YR,M,Y_GE85,UK,2006,5.9
YR,M,Y_LT1,UK,2006,77.3
YR,T,Y1,UK,2006,78.9
YR,T,Y10,UK,2006,70.0
YR,T,Y11,UK,2006,69.0
YR,T,Y12,UK,2006,68.1
YR,T,Y13,UK,2006,67.1
YR,T,Y14,UK,2006,66.1
YR,T,Y15,UK,2006,65.1
YR,T,Y16,UK,2006,64.1
YR,T,Y17,UK,2006,63.1
YR,T,Y18,UK,2006,62.1
YR,T,Y19,UK,2006,61.2
YR,T,Y2,UK,2006,78.0
YR,T,Y20,UK,2006,60.2
YR,T,Y21,UK,2006,59.2
YR,T,Y22,UK,2006,58.2
YR,T,Y23,UK,2006,57.3
YR,T,Y24,UK,2006,56.3
YR,T,Y25,UK,2006,55.3
YR,T,Y26,UK,2006,54.4
YR,T,Y27,UK,2006,53.4
YR,T,Y28,UK,2006,52.4
YR,T,Y29,UK,2006,51.5
YR,T,Y3,UK,2006,77.0
YR,T,Y30,UK,2006,50.5
YR,T,Y31,UK,2006,49.5
YR,T,Y32,UK,2006,48.6
YR,T,Y33,UK,2006,47.6
YR,T,Y34,UK,2006,46.6
YR,T,Y35,UK,2006,45.7
YR,T,Y36,UK,2006,44.7
YR,T,Y37,UK,2006,43.7
YR,T,Y38,UK,2006,42.8
YR,T,Y39,UK,2006,41.8
YR,T,Y4,UK,2006,76.0
YR,T,Y40,UK,2006,40.9
YR,T,Y41,UK,2006,39.9
YR,T,Y42,UK,2006,39.0
YR,T,Y43,UK,2006,38.1
YR,T,Y44,UK,2006,37.1
YR,T,Y45,UK,2006,36.2
YR,T,Y46,UK,2006,35.3
YR,T,Y47,UK,2006,34.3
YR,T,Y48,UK,2006,33.4
YR,T,Y49,UK,2006,32.5
YR,T,Y5,UK,2006,75.0
YR,T,Y50,UK,2006,31.6
YR,T,Y51,UK,2006,30.7
YR,T,Y52,UK,2006,29.8
YR,T,Y53,UK,2006,28.9
YR,T,Y54,UK,2006,28.0
YR,T,Y55,UK,2006,27.1
YR,T,Y56,UK,2006,26.3
YR,T,Y57,UK,2006,25.4
YR,T,Y58,UK,2006,24.5
YR,T,Y59,UK,2006,23.7
YR,T,Y6,UK,2006,74.0
YR,T,Y60,UK,2006,22.9
YR,T,Y61,UK,2006,22.0
YR,T,Y62,UK,2006,21.2
YR,T,Y63,UK,2006,20.4
YR,T,Y64,UK,2006,19.6
YR,T,Y65,UK,2006,18.8
YR,T,Y66,UK,2006,18.0
YR,T,Y67,UK,2006,17.3
YR,T,Y68,UK,2006,16.5
YR,T,Y69,UK,2006,15.8
YR,T,Y7,UK,2006,73.0
YR,T,Y70,UK,2006,15.1
YR,T,Y71,UK,2006,14.4
YR,T,Y72,UK,2006,13.7
YR,T,Y73,UK,2006,13.0
YR,T,Y74,UK,2006,12.3
YR,T,Y75,UK,2006,11.7
YR,T,Y76,UK,2006,11.1
YR,T,Y77,UK,2006,10.5
YR,T,Y78,UK,2006,9.9
YR,T,Y79,UK,2006,9.3
YR,T,Y8,UK,2006,72.0
YR,T,Y80,UK,2006,8.8
YR,T,Y81,UK,2006,8.3
YR,T,Y82,UK,2006,7.8
YR,T,Y83,UK,2006,7.4
YR,T,Y84,UK,2006,6.9
YR,T,Y9,UK,2006,71.0
YR,T,Y_GE85,UK,2006,6.5
YR,T,Y_LT1,UK,2006,79.5
YR,F,Y1,UK,2005,80.6
YR,F,Y10,UK,2005,71.7
YR,F,Y11,UK,2005,70.7
YR,F,Y12,UK,2005,69.7
YR,F,Y13,UK,2005,68.8
YR,F,Y14,UK,2005,67.8
YR,F,Y15,UK,2005,66.8
YR,F,Y16,UK,2005,65.8
YR,F,Y17,UK,2005,64.8
YR,F,Y18,UK,2005,63.8
YR,F,Y19,UK,2005,62.8
YR,F,Y2,UK,2005,79.7
YR,F,Y20,UK,2005,61.8
YR,F,Y21,UK,2005,60.9
YR,F,Y22,UK,2005,59.9
YR,F,Y23,UK,2005,58.9
YR,F,Y24,UK,2005,57.9
YR,F,Y25,UK,2005,56.9
YR,F,Y26,UK,2005,55.9
YR,F,Y27,UK,2005,55.0
YR,F,Y28,UK,2005,54.0
YR,F,Y29,UK,2005,53.0
YR,F,Y3,UK,2005,78.7
YR,F,Y30,UK,2005,52.0
YR,F,Y31,UK,2005,51.0
YR,F,Y32,UK,2005,50.1
YR,F,Y33,UK,2005,49.1
YR,F,Y34,UK,2005,48.1
YR,F,Y35,UK,2005,47.1
YR,F,Y36,UK,2005,46.2
YR,F,Y37,UK,2005,45.2
YR,F,Y38,UK,2005,44.2
YR,F,Y39,UK,2005,43.3
YR,F,Y4,UK,2005,77.7
YR,F,Y40,UK,2005,42.3
YR,F,Y41,UK,2005,41.3
YR,F,Y42,UK,2005,40.4
YR,F,Y43,UK,2005,39.4
YR,F,Y44,UK,2005,38.5
YR,F,Y45,UK,2005,37.5
YR,F,Y46,UK,2005,36.6
YR,F,Y47,UK,2005,35.6
YR,F,Y48,UK,2005,34.7
YR,F,Y49,UK,2005,33.8
YR,F,Y5,UK,2005,76.7
YR,F,Y50,UK,2005,32.9
YR,F,Y51,UK,2005,31.9
YR,F,Y52,UK,2005,31.0
YR,F,Y53,UK,2005,30.1
YR,F,Y54,UK,2005,29.2
YR,F,Y55,UK,2005,28.3
YR,F,Y56,UK,2005,27.4
YR,F,Y57,UK,2005,26.5
YR,F,Y58,UK,2005,25.7
YR,F,Y59,UK,2005,24.8
YR,F,Y6,UK,2005,75.7
YR,F,Y60,UK,2005,23.9
YR,F,Y61,UK,2005,23.0
YR,F,Y62,UK,2005,22.2
YR,F,Y63,UK,2005,21.4
YR,F,Y64,UK,2005,20.5
YR,F,Y65,UK,2005,19.7
YR,F,Y66,UK,2005,18.9
YR,F,Y67,UK,2005,18.1
YR,F,Y68,UK,2005,17.3
YR,F,Y69,UK,2005,16.5
YR,F,Y7,UK,2005,74.7
YR,F,Y70,UK,2005,15.8
YR,F,Y71,UK,2005,15.0
YR,F,Y72,UK,2005,14.3
YR,F,Y73,UK,2005,13.5
YR,F,Y74,UK,2005,12.8
YR,F,Y75,UK,2005,12.1
YR,F,Y76,UK,2005,11.5
YR,F,Y77,UK,2005,10.8
YR,F,Y78,UK,2005,10.2
YR,F,Y79,UK,2005,9.6
YR,F,Y8,UK,2005,73.7
YR,F,Y80,UK,2005,9.0
YR,F,Y81,UK,2005,8.5
YR,F,Y82,UK,2005,8.0
YR,F,Y83,UK,2005,7.4
YR,F,Y84,UK,2005,7.0
YR,F,Y9,UK,2005,72.7
YR,F,Y_GE85,UK,2005,6.5
YR,F,Y_LT1,UK,2005,81.3
YR,M,Y1,UK,2005,76.5
YR,M,Y10,UK,2005,67.6
YR,M,Y11,UK,2005,66.6
YR,M,Y12,UK,2005,65.6
YR,M,Y13,UK,2005,64.6
YR,M,Y14,UK,2005,63.6
YR,M,Y15,UK,2005,62.6
YR,M,Y16,UK,2005,61.6
YR,M,Y17,UK,2005,60.7
YR,M,Y18,UK,2005,59.7
YR,M,Y19,UK,2005,58.7
YR,M,Y2,UK,2005,75.5
YR,M,Y20,UK,2005,57.8
YR,M,Y21,UK,2005,56.8
YR,M,Y22,UK,2005,55.9
YR,M,Y23,UK,2005,54.9
YR,M,Y24,UK,2005,53.9
YR,M,Y25,UK,2005,53.0
YR,M,Y26,UK,2005,52.0
YR,M,Y27,UK,2005,51.0
YR,M,Y28,UK,2005,50.1
YR,M,Y29,UK,2005,49.1
YR,M,Y3,UK,2005,74.5
YR,M,Y30,UK,2005,48.1
YR,M,Y31,UK,2005,47.2
YR,M,Y32,UK,2005,46.2
YR,M,Y33,UK,2005,45.3
YR,M,Y34,UK,2005,44.3
YR,M,Y35,UK,2005,43.4
YR,M,Y36,UK,2005,42.4
YR,M,Y37,UK,2005,41.5
YR,M,Y38,UK,2005,40.5
YR,M,Y39,UK,2005,39.6
YR,M,Y4,UK,2005,73.5
YR,M,Y40,UK,2005,38.6
YR,M,Y41,UK,2005,37.7
YR,M,Y42,UK,2005,36.8
YR,M,Y43,UK,2005,35.8
YR,M,Y44,UK,2005,34.9
YR,M,Y45,UK,2005,34.0
YR,M,Y46,UK,2005,33.1
YR,M,Y47,UK,2005,32.1
YR,M,Y48,UK,2005,31.2
YR,M,Y49,UK,2005,30.3
YR,M,Y5,UK,2005,72.6
YR,M,Y50,UK,2005,29.4
YR,M,Y51,UK,2005,28.5
YR,M,Y52,UK,2005,27.7
YR,M,Y53,UK,2005,26.8
YR,M,Y54,UK,2005,25.9
YR,M,Y55,UK,2005,25.0
YR,M,Y56,UK,2005,24.2
YR,M,Y57,UK,2005,23.3
YR,M,Y58,UK,2005,22.5
YR,M,Y59,UK,2005,21.7
YR,M,Y6,UK,2005,71.6
YR,M,Y60,UK,2005,20.8
YR,M,Y61,UK,2005,20.0
YR,M,Y62,UK,2005,19.3
YR,M,Y63,UK,2005,18.5
YR,M,Y64,UK,2005,17.7
YR,M,Y65,UK,2005,17.0
YR,M,Y66,UK,2005,16.2
YR,M,Y67,UK,2005,15.5
YR,M,Y68,UK,2005,14.8
YR,M,Y69,UK,2005,14.1
YR,M,Y7,UK,2005,70.6
YR,M,Y70,UK,2005,13.4
YR,M,Y71,UK,2005,12.7
YR,M,Y72,UK,2005,12.1
YR,M,Y73,UK,2005,11.4
YR,M,Y74,UK,2005,10.8
YR,M,Y75,UK,2005,10.3
YR,M,Y76,UK,2005,9.7
YR,M,Y77,UK,2005,9.1
YR,M,Y78,UK,2005,8.6
YR,M,Y79,UK,2005,8.1
YR,M,Y8,UK,2005,69.6
YR,M,Y80,UK,2005,7.7
YR,M,Y81,UK,2005,7.2
YR,M,Y82,UK,2005,6.8
YR,M,Y83,UK,2005,6.4
YR,M,Y84,UK,2005,6.0
YR,M,Y9,UK,2005,68.6
YR,M,Y_GE85,UK,2005,5.7
YR,M,Y_LT1,UK,2005,77.0
YR,T,Y1,UK,2005,78.6
YR,T,Y10,UK,2005,69.7
YR,T,Y11,UK,2005,68.7
YR,T,Y12,UK,2005,67.7
YR,T,Y13,UK,2005,66.7
YR,T,Y14,UK,2005,65.8
YR,T,Y15,UK,2005,64.8
YR,T,Y16,UK,2005,63.8
YR,T,Y17,UK,2005,62.8
YR,T,Y18,UK,2005,61.8
YR,T,Y19,UK,2005,60.8
YR,T,Y2,UK,2005,77.7
YR,T,Y20,UK,2005,59.9
YR,T,Y21,UK,2005,58.9
YR,T,Y22,UK,2005,57.9
YR,T,Y23,UK,2005,57.0
YR,T,Y24,UK,2005,56.0
YR,T,Y25,UK,2005,55.0
YR,T,Y26,UK,2005,54.0
YR,T,Y27,UK,2005,53.1
YR,T,Y28,UK,2005,52.1
YR,T,Y29,UK,2005,51.1
YR,T,Y3,UK,2005,76.7
YR,T,Y30,UK,2005,50.2
YR,T,Y31,UK,2005,49.2
YR,T,Y32,UK,2005,48.2
YR,T,Y33,UK,2005,47.2
YR,T,Y34,UK,2005,46.3
YR,T,Y35,UK,2005,45.3
YR,T,Y36,UK,2005,44.4
YR,T,Y37,UK,2005,43.4
YR,T,Y38,UK,2005,42.4
YR,T,Y39,UK,2005,41.5
YR,T,Y4,UK,2005,75.7
YR,T,Y40,UK,2005,40.5
YR,T,Y41,UK,2005,39.6
YR,T,Y42,UK,2005,38.6
YR,T,Y43,UK,2005,37.7
YR,T,Y44,UK,2005,36.8
YR,T,Y45,UK,2005,35.8
YR,T,Y46,UK,2005,34.9
YR,T,Y47,UK,2005,34.0
YR,T,Y48,UK,2005,33.0
YR,T,Y49,UK,2005,32.1
YR,T,Y5,UK,2005,74.7
YR,T,Y50,UK,2005,31.2
YR,T,Y51,UK,2005,30.3
YR,T,Y52,UK,2005,29.4
YR,T,Y53,UK,2005,28.5
YR,T,Y54,UK,2005,27.6
YR,T,Y55,UK,2005,26.8
YR,T,Y56,UK,2005,25.9
YR,T,Y57,UK,2005,25.0
YR,T,Y58,UK,2005,24.2
YR,T,Y59,UK,2005,23.3
YR,T,Y6,UK,2005,73.7
YR,T,Y60,UK,2005,22.5
YR,T,Y61,UK,2005,21.6
YR,T,Y62,UK,2005,20.8
YR,T,Y63,UK,2005,20.0
YR,T,Y64,UK,2005,19.2
YR,T,Y65,UK,2005,18.4
YR,T,Y66,UK,2005,17.7
YR,T,Y67,UK,2005,16.9
YR,T,Y68,UK,2005,16.2
YR,T,Y69,UK,2005,15.4
YR,T,Y7,UK,2005,72.7
YR,T,Y70,UK,2005,14.7
YR,T,Y71,UK,2005,14.0
YR,T,Y72,UK,2005,13.3
YR,T,Y73,UK,2005,12.6
YR,T,Y74,UK,2005,12.0
YR,T,Y75,UK,2005,11.4
YR,T,Y76,UK,2005,10.7
YR,T,Y77,UK,2005,10.1
YR,T,Y78,UK,2005,9.6
YR,T,Y79,UK,2005,9.0
YR,T,Y8,UK,2005,71.7
YR,T,Y80,UK,2005,8.5
YR,T,Y81,UK,2005,8.0
YR,T,Y82,UK,2005,7.5
YR,T,Y83,UK,2005,7.1
YR,T,Y84,UK,2005,6.6
YR,T,Y9,UK,2005,70.7
YR,T,Y_GE85,UK,2005,6.2
YR,T,Y_LT1,UK,2005,79.2
YR,F,Y1,UK,2004,80.5
YR,F,Y10,UK,2004,71.6
YR,F,Y11,UK,2004,70.6
YR,F,Y12,UK,2004,69.6
YR,F,Y13,UK,2004,68.6
YR,F,Y14,UK,2004,67.6
YR,F,Y15,UK,2004,66.6
YR,F,Y16,UK,2004,65.7
YR,F,Y17,UK,2004,64.7
YR,F,Y18,UK,2004,63.7
YR,F,Y19,UK,2004,62.7
YR,F,Y2,UK,2004,79.5
YR,F,Y20,UK,2004,61.7
YR,F,Y21,UK,2004,60.7
YR,F,Y22,UK,2004,59.8
YR,F,Y23,UK,2004,58.8
YR,F,Y24,UK,2004,57.8
YR,F,Y25,UK,2004,56.8
YR,F,Y26,UK,2004,55.8
YR,F,Y27,UK,2004,54.8
YR,F,Y28,UK,2004,53.9
YR,F,Y29,UK,2004,52.9
YR,F,Y3,UK,2004,78.6
YR,F,Y30,UK,2004,51.9
YR,F,Y31,UK,2004,50.9
YR,F,Y32,UK,2004,49.9
YR,F,Y33,UK,2004,49.0
YR,F,Y34,UK,2004,48.0
YR,F,Y35,UK,2004,47.0
YR,F,Y36,UK,2004,46.0
YR,F,Y37,UK,2004,45.1
YR,F,Y38,UK,2004,44.1
YR,F,Y39,UK,2004,43.1
YR,F,Y4,UK,2004,77.6
YR,F,Y40,UK,2004,42.2
YR,F,Y41,UK,2004,41.2
YR,F,Y42,UK,2004,40.3
YR,F,Y43,UK,2004,39.3
YR,F,Y44,UK,2004,38.4
YR,F,Y45,UK,2004,37.4
YR,F,Y46,UK,2004,36.5
YR,F,Y47,UK,2004,35.5
YR,F,Y48,UK,2004,34.6
YR,F,Y49,UK,2004,33.7
YR,F,Y5,UK,2004,76.6
YR,F,Y50,UK,2004,32.8
YR,F,Y51,UK,2004,31.8
YR,F,Y52,UK,2004,30.9
YR,F,Y53,UK,2004,30.0
YR,F,Y54,UK,2004,29.1
YR,F,Y55,UK,2004,28.2
YR,F,Y56,UK,2004,27.3
YR,F,Y57,UK,2004,26.4
YR,F,Y58,UK,2004,25.6
YR,F,Y59,UK,2004,24.7
YR,F,Y6,UK,2004,75.6
YR,F,Y60,UK,2004,23.8
YR,F,Y61,UK,2004,23.0
YR,F,Y62,UK,2004,22.1
YR,F,Y63,UK,2004,21.3
YR,F,Y64,UK,2004,20.4
YR,F,Y65,UK,2004,19.6
YR,F,Y66,UK,2004,18.8
YR,F,Y67,UK,2004,18.0
YR,F,Y68,UK,2004,17.2
YR,F,Y69,UK,2004,16.4
YR,F,Y7,UK,2004,74.6
YR,F,Y70,UK,2004,15.7
YR,F,Y71,UK,2004,14.9
YR,F,Y72,UK,2004,14.2
